version,area,sheet,no,subno,phase,section,category,subcategory,skill_level,skill_level_rank,vc,ds,de,bz,required_skill,old_division,skill_definition,ai_utilization,ai_utilization_type,ai_category,item_id,item,notes,source_url
6.00,datascience,データサイエンス力,196,39,,解析技術,モデル化,機械学習,★★,2,,,,,,,,,,,datascience-0196,次元の呪いの影響を受けやすいアルゴリズムを識別し対処するアプローチを実施できる（特徴量選択、次元圧縮、L1/L2正則化など）,No: 196 | SubNo: 39 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,197,40,,解析技術,モデル化,機械学習,★★,2,＊,,,,,,,,,,datascience-0197,アノテーションにおいて、判断基準の明確化やアノテーターの精度管理を適切に実施することにより、高品質な教師付きデータを効率的に作成できる,No: 197 | SubNo: 40 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★ | VC: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,198,41,,解析技術,モデル化,機械学習,★★,2,,,,,,,,,,,datascience-0198,決定木の主要な分割基準（ジニ不純度、情報利得など）を理解し、データ特性に応じた適切なアルゴリズムを選択できる,No: 198 | SubNo: 41 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,199,42,,解析技術,モデル化,機械学習,★★,2,,,,,,,,,,,datascience-0199,データに変更を加え予測モデルを故意に誤らせる敵対的サンプル（Adversarial examples）について、代表的な攻撃方法を理解している,No: 199 | SubNo: 42 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,200,43,,解析技術,モデル化,機械学習,★★,2,,,,,◯,,,,,,datascience-0200,生成モデルと識別モデルの違いやそれぞれのメリットと課題を理解しており、目的に応じて適切に使い分けられる,No: 200 | SubNo: 43 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★ | 必須 スキル: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,201,44,,解析技術,モデル化,機械学習,★★,2,,,,,,,,,,,datascience-0201,尤度と変分下限（ELBO）の定義と意味を理解し、生成モデルの学習や評価において適切に使い分けることができる,No: 201 | SubNo: 44 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,202,45,,解析技術,モデル化,機械学習,★★,2,,,,,,,,,,,datascience-0202,不均衡データ（Imbalanced data）がモデルに与える影響を理解し、サンプリングや評価/損失関数のチューニングなどを適切に対処できる,No: 202 | SubNo: 45 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,203,46,,解析技術,モデル化,機械学習,★★,2,,,,,,,,,,,datascience-0203,データの欠損の状況や背景を踏まえて適切なモデルを選定し、目的に応じた欠測補完方法を設計できる,No: 203 | SubNo: 46 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,204,47,,解析技術,モデル化,機械学習,★★,2,,,,,,,,,,,datascience-0204,バイアスとバリアンスの関係について、未学習や過学習の観点から説明できる,No: 204 | SubNo: 47 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,205,48,,解析技術,モデル化,機械学習,★★,2,＊,,,,,,,,,,datascience-0205,機械学習・AIの公平性の評価指標について説明できる（デモグラフィックパリティ、均等オッズ、予測パリティ、反事実的公平性など）,No: 205 | SubNo: 48 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★ | VC: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,206,49,,解析技術,モデル化,機械学習,★★,2,,,,,,,,,,,datascience-0206,LIME、SHAPなどExplainable AI（XAI）の手法を用いて、ブラックボックス性の高いモデルの局所的な説明（レコード単位の予測根拠の提示）ができる,No: 206 | SubNo: 49 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,207,50,,解析技術,モデル化,機械学習,★★,2,,,,,,,,,,,datascience-0207,課題やデータに応じて、汎化性能向上のためのデータ拡張（Data Augmentation）を設計・実装できる（画像データの回転・反転、テキストデータの単語入れ替え・置換・削除など）,No: 207 | SubNo: 50 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,208,51,,解析技術,モデル化,機械学習,★★,2,,,,,,,,,,,datascience-0208,連合学習について、水平型と垂直型の違いを理解し、適切に対応方針を決定できる,No: 208 | SubNo: 51 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,209,52,,解析技術,モデル化,機械学習,★★,2,,,＊,,◯,,,,,,datascience-0209,低品質なデータ（バイアスや欠落、計測・登録の誤り、混入など）に対するデータクレンジングには限界があり、取得段階での対策が重要であることを理解している,No: 209 | SubNo: 52 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★ | DE: ＊ | 必須 スキル: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,210,53,,解析技術,モデル化,機械学習,★★,2,,,＊,,,,,,,,datascience-0210,Webから収集したデータなど、大量だが不要な情報が多く混在するデータに対し、不必要もしくは不適切なデータをできる限り取り除くことで、データの品質を高めることができる,No: 210 | SubNo: 53 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,211,54,,解析技術,モデル化,機械学習,★★★,3,,,＊,,,,,,,,datascience-0211,データと分析要件から、データ分布やモデル精度のモニタリング設計・実施と、劣化が見込まれるモデルに対するリモデルの設計ができる,No: 211 | SubNo: 54 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★★ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,212,55,,解析技術,モデル化,機械学習,★★★,3,＊,,,,,,,,,,datascience-0212,リークの発生の有無を適切に判断し、対応できる（マスタデータが更新されており、本来予測時に使用できない未来の情報を含んでしまうパターン、本来は未知である評価データも含めて標準化するパターンなど）,No: 212 | SubNo: 55 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★★ | VC: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,213,56,,解析技術,モデル化,機械学習,★★★,3,,,,,,,,,,,datascience-0213,最新の研究に基づき敵対的サンプル（Adversarial examples）に対する現実的な対策を検討できる,No: 213 | SubNo: 56 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,214,57,,解析技術,モデル化,機械学習,★★★,3,,,,,◯,,,,,,datascience-0214,分析要件に応じ、モデリング手法（線形モデル、決定木、サポートベクターマシン、ニューラルネットワーク、アンサンブル学習など）の選択とパラメータ設定、結果の評価、チューニングを適切に設計・実施・指示できる,No: 214 | SubNo: 57 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★★ | 必須 スキル: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,215,58,,解析技術,モデル化,機械学習,★★★,3,,,＊,,,,,,,,datascience-0215,複数の機械学習モデルを組み合わせるアンサンブル学習において、各モデルの予測スコアを用いた平均（Averaging）、多数決（Voting）、Stackingなどの手法を理解し、目的に応じて設計・実装できる,No: 215 | SubNo: 58 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★★ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,216,59,,解析技術,モデル化,機械学習,★★★,3,＊,,,,,,,,,,datascience-0216,半教師あり学習やアクティブラーニングにより効率的なアノテーションができる,No: 216 | SubNo: 59 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★★ | VC: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,217,60,,解析技術,モデル化,機械学習,★★★,3,,,＊,,,,,,,,datascience-0217,機械学習等の最新の論文を理解し、必要とあれば自分で実装し評価できる,No: 217 | SubNo: 60 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★★ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,218,61,,解析技術,モデル化,機械学習,★★★,3,,,,,,,,,,,datascience-0218,分析目的を達成するためにどの水準でデータ品質を確保する必要があるかを判断し、取得段階における品質対策ガイドラインを設計できる,No: 218 | SubNo: 61 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 機械学習 | スキルレベル: ★★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,219,62,,解析技術,モデル化,深層学習,★,1,,,,,◯,,,,,,datascience-0219,深層学習（ディープラーニング）モデルの活用による主なメリットを理解している（特徴量抽出が可能になるなど）,No: 219 | SubNo: 62 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 深層学習 | スキルレベル: ★ | 必須 スキル: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,220,63,,解析技術,モデル化,深層学習,★,1,,,,,,,,,,,datascience-0220,CNN、RNN、Transformerなど主要な深層学習アーキテクチャの特徴と用途を説明できる,No: 220 | SubNo: 63 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 深層学習 | スキルレベル: ★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,221,64,,解析技術,モデル化,深層学習,★,1,,,,,,,,,,,datascience-0221,データサイエンスやAIの分野におけるモダリティの意味を説明できる（データがどのような形式や方法で得られるか、など）,No: 221 | SubNo: 64 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 深層学習 | スキルレベル: ★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,222,65,,解析技術,モデル化,深層学習,★★,2,,,,,,,,,,,datascience-0222,バッチ勾配降下法（バッチ学習）、確率的勾配降下法（オンライン学習）、ミニバッチ勾配降下法（ミニバッチ学習）の違いを説明できる,No: 222 | SubNo: 65 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 深層学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,223,66,,解析技術,モデル化,深層学習,★★,2,,,,,,,,,,,datascience-0223,ドロップアウト、L1/L2正則化などによる過学習の抑制や、バッチ正規化による学習の効率化について理解している,No: 223 | SubNo: 66 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 深層学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,224,67,,解析技術,モデル化,深層学習,★★,2,,,,,,,,,,,datascience-0224,文字や単語といった質的（離散的）な特徴量をニューラルネットワークで学習する場合、特徴量の各値にベクトルを対応させるEmbedding層が有効であることを理解している,No: 224 | SubNo: 67 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 深層学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,225,68,,解析技術,モデル化,深層学習,★★,2,,,,,,,,,,,datascience-0225,畳み込みニューラルネットワーク(CNN)、再帰型ニューラルネットワーク（RNN）、長期短期記憶（LSTM）、Transformer（Attention機構）などの深層学習の主要方式の特徴を理解し、目的に応じて適切に選定できる,No: 225 | SubNo: 68 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 深層学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,226,69,,解析技術,モデル化,深層学習,★★,2,,,＊,,,,,,,,datascience-0226,転移学習とファインチューニングの基本的な枠組みを理解し、事前学習済みのニューラルネットワークを用いた効率的な学習方法を設計・実装できる,No: 226 | SubNo: 69 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 深層学習 | スキルレベル: ★★ | DE: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,227,70,,解析技術,モデル化,深層学習,★★,2,,,,,,,,,,,datascience-0227,誤差逆伝播法（Backpropagation）における勾配消失、勾配爆発の問題を理解し、適切な活性化関数・重みの初期化方法の選択、Gradient Clippingなどの緩和策を実施できる,No: 227 | SubNo: 70 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 深層学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,228,71,,解析技術,モデル化,深層学習,★★,2,,,,,,,,,,,datascience-0228,Residual Connection(Skip Connection)が誤差逆伝播法（Backpropagation）における勾配消失問題の緩和策となっていることを理解している,No: 228 | SubNo: 71 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 深層学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,229,72,,解析技術,モデル化,深層学習,★★,2,,,,,,,,,,,datascience-0229,深層学習における最適化法/Optimizer（SGD、Adam、AdamWなど）や学習率の動的な調整法（Warmup、Cosine Annealingなど）の重要性について理解している,No: 229 | SubNo: 72 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 深層学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,230,73,,解析技術,モデル化,深層学習,★★,2,,,,,,,,,,,datascience-0230,深層学習モデルにおいて、データ量・パラメータ数・計算量を拡大することで損失がべき乗則（Scaling Law）に従って減少する特性を理解し、モデル規模や学習リソースの設計・改善に活用できる,No: 230 | SubNo: 73 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 深層学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,231,74,,解析技術,モデル化,深層学習,★★,2,,,,,,,,,,,datascience-0231,主要な深層生成モデル（拡散モデル、変分自己符号化器[Variational AutoEncoder： VAE]、敵対的生成ネットワーク[Generative Adversarial Network：GAN]）やその派生形を理解し、目的に応じて学習・評価できる,No: 231 | SubNo: 74 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 深層学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,232,75,,解析技術,モデル化,深層学習,★★★,3,,,,,,,,,,,datascience-0232,深層学習モデルの性能・安定性・効率性を最適化するため、層構成やハイパーパラメータを理解し、目的に応じてチューニングできる,No: 232 | SubNo: 75 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 深層学習 | スキルレベル: ★★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,233,76,,解析技術,モデル化,深層学習,★★★,3,,,,,,,,,,,datascience-0233,深層学習モデルの推論時の計算コストを削減する方法（枝刈り、蒸留、量子化など）を設計・実装できる,No: 233 | SubNo: 76 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 深層学習 | スキルレベル: ★★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,234,77,,解析技術,モデル化,強化学習,★,1,,,,,,,,,,,datascience-0234,強化学習の基本概念（マルコフ決定過程（状態、行動、報酬）や方策など）を、特定のタスク（例：ゲーム、ロボット制御）の文脈に当てはめて説明できる,No: 234 | SubNo: 77 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 強化学習 | スキルレベル: ★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,235,78,,解析技術,モデル化,強化学習,★,1,,,,,,,,,,,datascience-0235,教師あり学習と強化学習の違いを、前提、定義、応用先といった観点で説明できる,No: 235 | SubNo: 78 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 強化学習 | スキルレベル: ★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,236,79,,解析技術,モデル化,強化学習,★★,2,,,,,,,,,,,datascience-0236,強化学習の基本的な手法を理解し、方策勾配やQ学習などをベースとした学習を実行できる,No: 236 | SubNo: 79 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 強化学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,237,80,,解析技術,モデル化,強化学習,★★,2,,,,,,,,,,,datascience-0237,模倣学習（Imitation Learning）や逆強化学習（Inverse Reinforcement Learning）といった手法を適用し、熟練者のデモンストレーションデータから暗黙知や複雑な行動パターンを定量的に抽出・学習できる,No: 237 | SubNo: 80 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 強化学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,238,81,,解析技術,モデル化,強化学習,★★,2,,,,,,,,,,,datascience-0238,オフライン強化学習を用いて、過去のデータセットから世界モデルを構築し、合成データ生成やシミュレーション環境として利用することで安全性を担保した頑健（ロバスト）な方策に改善できる,No: 238 | SubNo: 81 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 強化学習 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,239,82,,解析技術,モデル化,強化学習,★★★,3,,,,,,,,,,,datascience-0239,主要な強化学習モデルを理解し、目的に応じて学習・評価できる(Deep Q-network [DQN]、Asynchronous Advantage Actor-Critic[A3C]、Proximal Policy Optimization [PPO]やその派生形など）,No: 239 | SubNo: 82 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 強化学習 | スキルレベル: ★★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,240,83,,解析技術,モデル化,時系列分析,★,1,＊,,,,◯,,,,,,datascience-0240,時系列データとは何か、その基礎的な扱いについて説明できる（時系列グラフによる周期性やトレンドの確認、移動平均、回帰や相関計算における注意点など）,No: 240 | SubNo: 83 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 時系列分析 | スキルレベル: ★ | VC: ＊ | 必須 スキル: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,241,84,,解析技術,モデル化,時系列分析,★,1,,,,,,,,,,,datascience-0241,時系列データの場合は、時間軸で訓練データとテストデータに分割する理由を理解している,No: 241 | SubNo: 84 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 時系列分析 | スキルレベル: ★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,242,85,,解析技術,モデル化,時系列分析,★,1,,,,,,,,,,,datascience-0242,時系列分析を行う際にもつべき視点を理解している（長期トレンド、季節成分、周期性、ノイズ、定常性など）,No: 242 | SubNo: 85 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 時系列分析 | スキルレベル: ★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,243,86,,解析技術,モデル化,時系列分析,★★,2,,,,,,,,,,,datascience-0243,時系列データの時点間での関係を、自己相関やコレログラムを利用して評価ができる,No: 243 | SubNo: 86 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 時系列分析 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,244,87,,解析技術,モデル化,時系列分析,★★,2,,,,,,,,,,,datascience-0244,時系列データに対し、ライブラリを使用して分析結果を比較し、適切なモデルを選択できる（時系列基盤モデル、ARIMA、SARIMA、VAR、GARCH、Prophet、RNN、Transformerなど）,No: 244 | SubNo: 87 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 時系列分析 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,245,88,,解析技術,モデル化,時系列分析,★★,2,,,,,,,,,,,datascience-0245,グレンジャー因果などの手法を用い、時系列データにおける変数間の因果関係を把握できる,No: 245 | SubNo: 88 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 時系列分析 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,246,89,,解析技術,モデル化,時系列分析,★★,2,,,,,,,,,,,datascience-0246,高速フーリエ変換（Fast Fourier Transform: FFT）などを用いてピリオドグラムの計算量を抑制できる,No: 246 | SubNo: 89 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 時系列分析 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,247,90,,解析技術,モデル化,時系列分析,★★,2,,,,,,,,,,,datascience-0247,時系列データにおける欠測値の補完を、統計的手法（線形補間、移動平均）や状態空間モデル（カルマンフィルタ、HMM）を用いて適切に実行できる,No: 247 | SubNo: 90 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 時系列分析 | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,248,91,,解析技術,モデル化,時系列分析,★★★,3,,,,,,,,,,,datascience-0248,非線形・非ガウス型状態空間モデルにおいて、モンテカルロ・フィルタを用いて、複雑な時系列システムの予測モデルを構築できる,No: 248 | SubNo: 91 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: 時系列分析 | スキルレベル: ★★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,249,92,,解析技術,モデル化,クラスタリング,★,1,,,,,,,,,,,datascience-0249,教師なし学習のグループ化（クラスター分析）と教師あり学習の分類（判別）モデルの違いを説明できる,No: 249 | SubNo: 92 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: クラスタリング | スキルレベル: ★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,250,93,,解析技術,モデル化,クラスタリング,★,1,,,,,,,,,,,datascience-0250,階層クラスタリングと非階層クラスタリングの違い、ソフトクラスタリングとハードクラスタリングの違いを説明できる,No: 250 | SubNo: 93 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: クラスタリング | スキルレベル: ★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,251,94,,解析技術,モデル化,クラスタリング,★,1,＊,,,,,,,,,,datascience-0251,階層クラスター分析において、デンドログラムの見方を理解し、適切に解釈できる,No: 251 | SubNo: 94 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: クラスタリング | スキルレベル: ★ | VC: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,252,95,,解析技術,モデル化,クラスタリング,★★,2,,,,,◯,,,,,,datascience-0252,非階層クラスター分析において、分析対象となるデータの特性や分析目的に応じ、適切なクラスター数の決定とクラスターの解釈ができる,No: 252 | SubNo: 95 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: クラスタリング | スキルレベル: ★★ | 必須 スキル: ◯,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,253,96,,解析技術,モデル化,クラスタリング,★★,2,,,,,,,,,,,datascience-0253,階層クラスター分析における代表的なクラスター間距離（Ward法、群平均法、最長一致法など）の概念を理解し、目的に合致した最適な手法で分析できる,No: 253 | SubNo: 96 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: クラスタリング | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,254,97,,解析技術,モデル化,クラスタリング,★★,2,＊,,,,,,,,,,datascience-0254,クラスター分析を実行する際、各種距離（ユークリッド距離、マンハッタン距離、マハラノビス距離など）や非類似度（1-cos類似度のような距離の公理を満たさない指標など）を理解し、分析目的に合致した最適な手法で分析できる,No: 254 | SubNo: 97 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: クラスタリング | スキルレベル: ★★ | VC: ＊,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,255,98,,解析技術,モデル化,クラスタリング,★★,2,,,,,,,,,,,datascience-0255,k-means法などの初期値依存性を持つ手法において、クラスタ構造の安定性を評価し、適切な初期値設定・多重実行・評価指標を選択できる,No: 255 | SubNo: 98 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: クラスタリング | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
6.00,datascience,データサイエンス力,256,99,,解析技術,モデル化,クラスタリング,★★,2,,,,,,,,,,,datascience-0256,k-meansやその派生方法、カーネルk-means、スペクトラルクラスタリングなどの違いを理解し、試行の中で最適な手法を選択・実行できる,No: 256 | SubNo: 99 | 分類: 解析技術 | スキルカテゴリ: モデル化 | サブカテゴリ: クラスタリング | スキルレベル: ★★,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
